rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_attempted,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswinging_corners,outswinging_corners,straight_corners,passes_completed,passes_offside,passes_blocked,position,age_range,general_position,country,continent
1316,Christian Kabasele,BEL,Watford,Premier League,2021,30.0,1991.0,13.3,474,465,9,5,0,2,1,4,0,0,0,0,373,0,1,DF,30-34,Defender,Belgium,Europe
1317,Issa Kaboré,BFA,Troyes,Ligue 1,2021,20.0,2001.0,25.0,1006,802,200,6,1,4,111,193,1,1,0,0,721,4,40,"DF,MF",20-24,Defender,Burkina Faso,Africa
1320,Tino Kadewere,ZIM,Lyon,Ligue 1,2021,25.0,1996.0,5.6,164,159,4,0,1,3,7,2,0,0,0,0,133,1,3,FW,25-29,Forward,Zimbabwe,Africa
1321,Florian Kainz,AUT,Köln,Bundesliga,2021,28.0,1992.0,25.8,1075,904,159,56,4,16,238,28,75,42,26,0,636,12,44,"MF,FW",25-29,Midfielder,Austria,Europe
1322,Gaël Kakuta,COD,Lens,Ligue 1,2021,30.0,1991.0,18.6,722,708,12,7,7,6,46,1,4,2,0,0,511,2,23,"MF,FW",30-34,Midfielder,DR Congo,Africa
1323,Sasa Kalajdzic,AUT,Stuttgart,Bundesliga,2021,24.0,1997.0,13.6,369,333,36,0,2,4,2,2,0,0,0,0,255,0,11,FW,20-24,Forward,Austria,Europe
1324,Arnaud Kalimuendo,FRA,Lens,Ligue 1,2021,19.0,2002.0,23.9,483,436,47,2,2,1,17,6,0,0,0,0,404,0,11,FW,Under 20,Forward,France,Europe
1325,Arnaud Kalimuendo,FRA,Paris S-G,Ligue 1,2021,19.0,2002.0,0.1,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0,FW,Under 20,Forward,France,Europe
1327,Yayah Kallon,SLE,Genoa,Serie A,2021,20.0,2001.0,7.1,171,170,1,0,0,0,18,1,0,0,0,0,110,0,6,"FW,MF",20-24,Forward,Sierra Leone,Africa
1328,Samuel Kalu,NGA,Watford,Premier League,2021,23.0,1997.0,2.5,69,63,6,4,0,0,8,0,2,0,2,0,56,0,0,FW,20-24,Forward,Nigeria,Africa
1329,Samuel Kalu,NGA,Bordeaux,Ligue 1,2021,23.0,1997.0,3.6,120,107,11,2,2,1,19,3,6,1,5,0,90,2,4,"FW,MF",20-24,Forward,Nigeria,Africa
1330,Pierre Kalulu,FRA,Milan,Serie A,2021,21.0,2000.0,21.6,1160,1073,83,35,0,0,22,46,0,0,0,0,1020,4,10,DF,20-24,Defender,France,Europe
1331,Daichi Kamada,JPN,Eint Frankfurt,Bundesliga,2021,24.0,1996.0,23.8,869,824,41,0,4,5,27,7,12,7,3,1,672,4,18,MF,20-24,Midfielder,Japan,Asia
1332,Boubacar Kamara,FRA,Marseille,Ligue 1,2021,21.0,1999.0,30.9,2425,2336,87,55,7,18,8,32,0,0,0,0,2193,2,24,"MF,DF",20-24,Midfielder,France,Europe
1333,Hassane Kamara,CIV,Watford,Premier League,2021,27.0,1994.0,18.0,917,725,188,6,3,0,23,182,0,0,0,0,637,4,30,DF,25-29,Defender,Ivory Coast,Africa
1334,Hassane Kamara,CIV,Nice,Ligue 1,2021,27.0,1994.0,6.0,299,276,19,2,0,1,16,17,0,0,0,0,239,4,5,"MF,DF",25-29,Midfielder,Ivory Coast,Africa
1337,Jean-Armel Kana-Biyik,CMR,Metz,Ligue 1,2021,32.0,1989.0,7.4,317,306,11,9,0,0,0,2,0,0,0,0,275,0,3,DF,30-34,Defender,Cameroon,Africa
1339,Harry Kane,ENG,Tottenham,Premier League,2021,28.0,1993.0,35.9,945,887,47,10,22,13,42,18,0,0,0,0,637,11,43,FW,25-29,Forward,England,Europe
1341,N'Golo Kanté,FRA,Chelsea,Premier League,2021,30.0,1991.0,19.7,1308,1301,2,2,8,4,11,0,0,0,0,0,1121,5,25,MF,30-34,Midfielder,France,Europe
1346,Grigoris Kastanos,CYP,Salernitana,Serie A,2021,23.0,1998.0,15.0,586,514,71,30,3,2,52,7,34,11,20,0,418,1,22,"MF,FW",20-24,Midfielder,Cyprus,Asia
1348,Noah Katterbach,GER,Köln,Bundesliga,2021,20.0,2001.0,0.2,12,8,4,0,0,0,1,4,0,0,0,0,6,0,1,DF,20-24,Defender,Germany,Europe
1349,Eiji Kawashima,JPN,Strasbourg,Ligue 1,2021,38.0,1983.0,1.0,30,21,9,2,0,0,0,0,0,0,0,0,27,0,0,GK,35-39,Goalkeeper,Japan,Asia
1350,Edo Kayembe,COD,Watford,Premier League,2021,23.0,1998.0,8.9,442,432,10,6,2,7,8,1,3,2,1,0,374,0,11,MF,20-24,Midfielder,DR Congo,Africa
1351,Moise Kean,ITA,Everton,Premier League,2021,21.0,2000.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FW,20-24,Forward,Italy,Europe
1352,Moise Kean,ITA,Juventus,Serie A,2021,21.0,2000.0,12.2,228,220,8,1,0,3,6,1,0,0,0,0,174,0,3,FW,20-24,Forward,Italy,Europe
1353,Michael Keane,ENG,Everton,Premier League,2021,28.0,1993.0,31.0,1214,1180,32,32,1,15,1,0,0,0,0,0,927,2,9,DF,25-29,Defender,England,Europe
1354,Ilan Kebbal,ALG,Reims,Ligue 1,2021,23.0,1998.0,19.7,829,766,61,24,2,2,71,4,29,11,11,0,617,2,29,"MF,FW",20-24,Midfielder,Algeria,Africa
1356,Thilo Kehrer,GER,Paris S-G,Ligue 1,2021,24.0,1996.0,16.8,1209,1153,56,14,0,5,5,41,0,0,0,0,1142,0,6,DF,20-24,Defender,Germany,Europe
1358,Naby Keïta,GUI,Liverpool,Premier League,2021,26.0,1995.0,13.0,757,741,14,0,6,0,8,4,0,0,0,0,643,2,16,MF,25-29,Midfielder,Guinea,Africa
1359,Yannik Keitel,GER,Freiburg,Bundesliga,2021,21.0,2000.0,5.6,186,179,4,4,1,1,2,0,0,0,0,0,126,3,4,MF,20-24,Midfielder,Germany,Europe
1360,Caoimhín Kelleher,IRL,Liverpool,Premier League,2021,22.0,1998.0,2.0,91,74,17,4,0,0,0,0,0,0,0,0,83,0,0,GK,20-24,Goalkeeper,Republic of Ireland,Europe
1363,Kenedy,BRA,Chelsea,Premier League,2021,25.0,1996.0,0.6,50,47,3,0,0,0,1,3,0,0,0,0,36,0,0,DF,25-29,Defender,Brazil,South America
1364,Jonjoe Kenny,ENG,Everton,Premier League,2021,24.0,1997.0,11.3,478,381,93,3,1,0,23,90,0,0,0,0,351,4,8,DF,20-24,Defender,England,Europe
1366,Franck Kessié,CIV,Milan,Serie A,2021,24.0,1996.0,25.6,1342,1284,52,41,2,9,12,7,0,0,0,0,1174,6,15,MF,20-24,Midfielder,Ivory Coast,Africa
1367,Saîf-Eddine Khaoui,TUN,Clermont Foot,Ligue 1,2021,26.0,1995.0,10.3,381,329,50,18,1,0,40,1,31,15,6,0,276,2,7,"MF,FW",25-29,Midfielder,Tunisia,Africa
1368,Wahbi Khazri,TUN,Saint-Étienne,Ligue 1,2021,30.0,1991.0,24.7,613,523,88,9,7,18,57,19,20,7,9,0,426,2,18,"FW,MF",30-34,Forward,Tunisia,Africa
1369,Rani Khedira,GER,Union Berlin,Bundesliga,2021,27.0,1994.0,30.6,947,927,15,8,1,1,23,4,0,0,0,0,685,5,24,MF,25-29,Midfielder,Germany,Europe
1371,Luca Kilian,GER,Mainz 05,Bundesliga,2021,21.0,1999.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,FW,20-24,Forward,Germany,Europe
1372,Luca Kilian,GER,Köln,Bundesliga,2021,21.0,1999.0,25.3,1390,1330,59,44,0,13,4,10,0,0,0,0,1166,1,10,DF,20-24,Defender,Germany,Europe
1374,Joshua Kimmich,GER,Bayern Munich,Bundesliga,2021,26.0,1995.0,27.5,2595,2260,318,126,20,16,181,39,153,80,56,2,2177,17,28,MF,25-29,Midfielder,Germany,Europe
1375,Presnel Kimpembe,FRA,Paris S-G,Ligue 1,2021,25.0,1995.0,28.6,2254,2169,85,55,0,11,2,25,1,0,0,0,2154,0,8,DF,25-29,Defender,France,Europe
1379,Simon Kjær,DEN,Milan,Serie A,2021,32.0,1989.0,8.9,463,440,17,17,2,5,1,0,0,0,0,0,404,6,4,DF,30-34,Defender,Denmark,Europe
1381,Philipp Klement,GER,Stuttgart,Bundesliga,2021,28.0,1992.0,3.8,266,233,32,9,2,2,12,6,16,6,4,0,215,1,6,MF,25-29,Midfielder,Germany,Europe
1384,Mateo Klimowicz,GER,Stuttgart,Bundesliga,2021,21.0,2000.0,6.7,193,186,6,0,2,4,2,4,1,0,0,0,140,1,11,"MF,FW",20-24,Midfielder,Germany,Europe
1385,Fabian Klos,GER,Arminia,Bundesliga,2021,33.0,1987.0,15.8,467,437,24,1,0,4,11,8,0,0,0,0,232,6,12,FW,30-34,Forward,Germany,Europe
1386,Lukas Klostermann,GER,RB Leipzig,Bundesliga,2021,25.0,1996.0,18.3,1100,1027,72,19,3,1,3,52,0,0,0,0,944,1,16,DF,25-29,Defender,Germany,Europe
1387,Justin Kluivert,NED,Nice,Ligue 1,2021,22.0,1999.0,20.8,665,528,132,35,5,9,161,14,83,33,39,0,423,5,17,MF,20-24,Midfielder,Netherlands,Europe
1388,Lukas Klünter,GER,Hertha BSC,Bundesliga,2021,25.0,1996.0,2.2,96,73,22,5,0,0,4,17,0,0,0,0,67,1,2,DF,25-29,Defender,Germany,Europe
1389,Ansgar Knauff,GER,Dortmund,Bundesliga,2021,19.0,2002.0,1.3,36,36,0,0,0,0,0,0,0,0,0,0,18,0,1,"FW,MF",Under 20,Forward,Germany,Europe
1390,Ansgar Knauff,GER,Eint Frankfurt,Bundesliga,2021,19.0,2002.0,8.4,341,266,71,0,1,1,21,70,1,0,0,0,213,4,14,"DF,MF",Under 20,Defender,Germany,Europe
1391,Robin Knoche,GER,Union Berlin,Bundesliga,2021,29.0,1992.0,33.0,1725,1682,37,32,2,2,0,5,0,0,0,0,1353,6,12,DF,25-29,Defender,Germany,Europe
1392,Gregor Kobel,SUI,Dortmund,Bundesliga,2021,23.0,1997.0,28.5,1024,784,237,52,0,0,0,0,0,0,0,0,840,3,0,GK,20-24,Goalkeeper,Switzerland,Europe
1393,Robin Koch,GER,Leeds United,Premier League,2021,25.0,1996.0,17.5,718,693,24,9,0,5,4,15,0,0,0,0,555,1,10,"MF,DF",25-29,Midfielder,Germany,Europe
1396,Dominik Kohr,GER,Mainz 05,Bundesliga,2021,27.0,1994.0,17.9,840,808,28,27,2,5,2,1,0,0,0,0,621,4,16,MF,25-29,Midfielder,Germany,Europe
1399,Aleksandr Kokorin,RUS,Fiorentina,Serie A,2021,30.0,1991.0,0.6,24,22,2,0,0,0,0,0,0,0,0,0,15,0,1,"FW,MF",30-34,Forward,Russia,Europe
1404,Randal Kolo Muani,FRA,Nantes,Ligue 1,2021,22.0,1998.0,32.8,547,530,14,0,0,0,31,5,0,0,0,0,368,3,22,"FW,MF",20-24,Forward,France,Europe
1405,Timothée Kolodziejczak,FRA,Saint-Étienne,Ligue 1,2021,29.0,1991.0,28.5,1589,1360,224,55,2,8,38,169,0,0,0,0,1230,5,27,DF,25-29,Defender,France,Europe
1406,Ghislain Konan,CIV,Reims,Ligue 1,2021,25.0,1995.0,26.9,1296,1008,279,6,0,5,84,272,1,0,1,0,978,9,23,DF,25-29,Defender,Ivory Coast,Africa
1407,Ibrahima Konaté,FRA,Liverpool,Premier League,2021,22.0,1999.0,11.0,754,745,7,5,2,1,0,2,0,0,0,0,663,2,1,DF,20-24,Defender,France,Europe
1408,Geoffrey Kondogbia,CTA,Atlético Madrid,La Liga,2021,28.0,1993.0,20.9,999,984,10,10,2,24,1,0,0,0,0,0,854,5,11,"MF,DF",25-29,Midfielder,Central African Republic,Africa
1410,Manu Koné,FRA,Gladbach,Bundesliga,2021,20.0,2001.0,24.3,1145,1117,27,26,4,5,2,1,0,0,0,0,978,1,20,MF,20-24,Midfielder,France,Europe
1412,Ezri Konsa,ENG,Aston Villa,Premier League,2021,23.0,1997.0,27.5,1013,975,38,30,0,3,1,7,0,0,0,0,875,0,8,DF,20-24,Defender,England,Europe
1413,Teun Koopmeiners,NED,Atalanta,Serie A,2021,23.0,1998.0,23.6,1485,1348,131,55,3,38,97,15,56,30,21,0,1173,6,18,MF,20-24,Midfielder,Netherlands,Europe
1414,Laurent Koscielny,FRA,Bordeaux,Ligue 1,2021,35.0,1985.0,10.4,552,534,17,17,0,3,0,0,0,0,0,0,494,1,3,DF,35-39,Defender,France,Europe
1415,Odilon Kossounou,CIV,Leverkusen,Bundesliga,2021,20.0,2001.0,19.9,1182,1074,105,19,0,9,5,86,0,0,0,0,977,3,15,DF,20-24,Defender,Ivory Coast,Africa
1417,Rominigue Kouamé,MLI,Troyes,Ligue 1,2021,24.0,1996.0,33.0,1559,1535,17,17,5,12,7,0,0,0,0,0,1365,7,12,MF,20-24,Midfielder,Mali,Africa
1418,Kalidou Koulibaly,SEN,Napoli,Serie A,2021,30.0,1991.0,26.7,1652,1550,96,74,1,18,2,3,0,0,0,0,1429,6,13,DF,30-34,Defender,Senegal,Africa
1419,Jules Koundé,FRA,Sevilla,La Liga,2021,22.0,1998.0,30.4,2153,2061,88,56,1,31,18,32,0,0,0,0,1894,4,10,DF,20-24,Defender,France,Europe
1420,Christos Kourfalidis,GRE,Cagliari,Serie A,2021,18.0,2002.0,0.2,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2,"MF,FW",Under 20,Midfielder,Greece,Europe
1422,Cheikhou Kouyaté,SEN,Crystal Palace,Premier League,2021,31.0,1989.0,21.9,804,786,18,17,0,0,4,1,0,0,0,0,656,0,9,MF,30-34,Midfielder,Senegal,Africa
1424,Viktor Kovalenko,UKR,Spezia,Serie A,2021,25.0,1996.0,14.7,597,559,36,16,0,2,24,4,16,11,3,1,455,2,19,MF,25-29,Midfielder,Ukraine,Europe
1425,Emil Krafth,SWE,Newcastle Utd,Premier League,2021,26.0,1994.0,18.2,780,606,171,6,0,1,21,165,0,0,0,0,551,3,17,DF,25-29,Defender,Sweden,Europe
1428,Christoph Kramer,GER,Gladbach,Bundesliga,2021,30.0,1991.0,8.3,473,446,26,22,1,2,4,4,0,0,0,0,372,1,10,MF,30-34,Midfielder,Germany,Europe
1429,Jean-Philippe Krasso,CIV,Saint-Étienne,Ligue 1,2021,24.0,1997.0,5.0,106,96,8,0,1,0,5,0,0,0,0,0,65,2,1,FW,20-24,Forward,Ivory Coast,Africa
1431,Toni Kroos,GER,Real Madrid,La Liga,2021,31.0,1990.0,23.4,2259,2052,193,98,4,67,86,9,86,36,23,0,2068,14,13,MF,30-34,Midfielder,Germany,Europe
1433,Tim Krul,NED,Norwich City,Premier League,2021,33.0,1988.0,29.0,1073,741,330,106,1,4,0,0,0,0,0,0,759,2,0,GK,30-34,Goalkeeper,Netherlands,Europe
1435,Max Kruse,GER,Wolfsburg,Bundesliga,2021,33.0,1988.0,12.5,506,473,30,6,6,9,27,9,0,0,0,0,362,3,12,"MF,FW",30-34,Midfielder,Germany,Europe
1436,Max Kruse,GER,Union Berlin,Bundesliga,2021,33.0,1988.0,14.1,496,422,73,25,8,5,48,8,20,8,7,0,349,1,9,"FW,MF",30-34,Forward,Germany,Europe
1437,Lukas Kübler,GER,Freiburg,Bundesliga,2021,28.0,1992.0,25.9,1238,996,237,9,0,5,49,228,0,0,0,0,898,5,24,"DF,MF",25-29,Defender,Germany,Europe
1438,Takefusa Kubo,JPN,Mallorca,La Liga,2021,20.0,2001.0,17.8,504,466,34,8,6,2,51,6,17,5,4,1,349,4,22,"FW,MF",20-24,Forward,Japan,Asia
1439,Juraj Kucka,SVK,Watford,Premier League,2021,34.0,1987.0,21.3,713,684,28,7,1,7,16,18,1,0,1,0,485,1,16,MF,30-34,Midfielder,Slovakia,Europe
1441,Dejan Kulusevski,SWE,Tottenham,Premier League,2021,21.0,2000.0,14.0,486,455,30,3,7,0,25,4,1,0,0,0,404,1,17,"MF,FW",20-24,Midfielder,Sweden,Europe
1442,Dejan Kulusevski,SWE,Juventus,Serie A,2021,21.0,2000.0,8.6,243,238,4,0,1,1,8,3,0,0,0,0,194,1,8,"FW,MF",20-24,Forward,Sweden,Europe
1443,Marash Kumbulla,ALB,Roma,Serie A,2021,21.0,2000.0,11.4,633,624,9,9,0,10,2,0,0,0,0,0,544,0,13,DF,20-24,Defender,Albania,Europe
1444,Fabian Kunze,GER,Arminia,Bundesliga,2021,23.0,1998.0,14.0,498,486,11,9,0,2,10,2,0,0,0,0,371,1,11,MF,20-24,Midfielder,Germany,Europe
1448,Andrea La Mantia,ITA,Empoli,Serie A,2021,30.0,1991.0,5.4,105,102,3,0,0,0,1,0,0,0,0,0,63,0,3,"FW,MF",30-34,Forward,Italy,Europe
1449,Gaëtan Laborde,FRA,Montpellier,Ligue 1,2021,27.0,1994.0,3.8,97,97,0,0,1,1,4,0,0,0,0,0,57,0,0,FW,25-29,Forward,France,Europe
1450,Gaëtan Laborde,FRA,Rennes,Ligue 1,2021,27.0,1994.0,30.3,663,610,48,2,3,3,33,1,0,0,0,0,424,5,26,FW,25-29,Forward,France,Europe
1451,Alexandre Lacazette,FRA,Arsenal,Premier League,2021,30.0,1991.0,19.8,455,442,10,1,5,1,7,1,0,0,0,0,343,3,13,FW,30-34,Forward,France,Europe
1453,Lenny Lacroix,FRA,Metz,Ligue 1,2021,18.0,2003.0,2.2,78,73,5,5,0,1,0,0,0,0,0,0,53,0,2,DF,Under 20,Defender,France,Europe
1454,Maxence Lacroix,FRA,Wolfsburg,Bundesliga,2021,21.0,2000.0,27.7,1538,1459,72,68,2,12,7,4,0,0,0,0,1240,7,22,DF,20-24,Defender,France,Europe
1455,Alban Lafont,FRA,Nantes,Ligue 1,2021,22.0,1999.0,38.0,1114,731,381,93,0,8,0,0,0,0,0,0,684,2,0,GK,20-24,Goalkeeper,France,Europe
1457,Konrad Laimer,AUT,RB Leipzig,Bundesliga,2021,24.0,1997.0,13.8,714,681,30,24,6,4,14,6,0,0,0,0,564,3,23,MF,20-24,Midfielder,Austria,Europe
1458,Stefan Lainer,AUT,Gladbach,Bundesliga,2021,28.0,1992.0,16.3,736,586,146,3,0,3,27,143,0,0,0,0,544,4,23,DF,25-29,Defender,Austria,Europe
1460,Adam Lallana,ENG,Brighton,Premier League,2021,33.0,1988.0,17.3,962,949,12,9,1,2,3,1,0,0,0,0,836,1,16,MF,30-34,Midfielder,England,Europe
1467,Tariq Lamptey,GHA,Brighton,Premier League,2021,20.0,2000.0,17.3,770,703,65,4,2,2,93,61,0,0,0,0,593,2,27,"DF,FW",20-24,Defender,Ghana,Africa
1468,Manuel Lanzini,ARG,West Ham,Premier League,2021,28.0,1993.0,19.8,1237,1159,77,10,2,4,28,6,20,16,0,0,1118,1,12,"MF,FW",25-29,Midfielder,Argentina,South America
1470,Julien Laporte,FRA,Lorient,Ligue 1,2021,27.0,1993.0,32.1,1454,1398,48,45,1,21,2,3,0,0,0,0,1223,8,9,DF,25-29,Defender,France,Europe
1471,Yasser Larouci,ALG,Troyes,Ligue 1,2021,20.0,2001.0,3.8,163,137,26,1,0,2,15,25,0,0,0,0,128,0,3,DF,20-24,Defender,Algeria,Africa
1473,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,2021,27.0,1993.0,22.9,696,679,12,4,0,6,0,1,0,0,0,0,516,5,1,DF,25-29,Defender,England,Europe
1474,Bryan Lasme,FRA,Arminia,Bundesliga,2021,22.0,1998.0,9.7,182,178,4,0,0,0,16,0,0,0,0,0,107,0,7,FW,20-24,Forward,France,Europe
1475,Paul Lasne,FRA,Brest,Ligue 1,2021,32.0,1989.0,9.4,416,408,6,6,0,3,12,0,0,0,0,0,345,2,8,MF,30-34,Midfielder,France,Europe
1480,Manuel Lazzari,ITA,Lazio,Serie A,2021,27.0,1993.0,18.5,1014,836,178,18,1,1,56,160,0,0,0,0,859,0,18,DF,25-29,Defender,Italy,Europe
1481,Théo Le Bris,FRA,Lorient,Ligue 1,2021,18.0,2002.0,0.7,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0,MF,Under 20,Midfielder,France,Europe
1482,Jérémy Le Douaron,FRA,Brest,Ligue 1,2021,23.0,1998.0,16.1,300,295,5,0,0,0,43,0,1,1,0,0,194,0,14,"FW,MF",20-24,Forward,France,Europe
1483,Enzo Le Fée,FRA,Lorient,Ligue 1,2021,21.0,2000.0,24.4,1232,1098,128,32,4,24,102,12,75,27,26,2,965,6,18,"MF,FW",20-24,Midfielder,France,Europe
1484,Vincent Le Goff,FRA,Lorient,Ligue 1,2021,31.0,1989.0,34.0,1855,1487,358,38,3,5,84,320,0,0,0,0,1448,10,27,DF,30-34,Defender,France,Europe
1485,Maxime Le Marchand,FRA,Strasbourg,Ligue 1,2021,31.0,1989.0,9.6,547,529,18,9,1,9,5,5,0,0,0,0,481,0,3,DF,30-34,Defender,France,Europe
1488,Rafael Leão,POR,Milan,Serie A,2021,22.0,1999.0,28.9,787,759,21,3,4,9,63,14,2,0,0,0,555,7,38,FW,20-24,Forward,Portugal,Europe
1489,Jean-Louis Leca,FRA,Lens,Ligue 1,2021,35.0,1985.0,25.7,735,495,239,40,0,4,0,0,0,0,0,0,559,1,0,GK,35-39,Goalkeeper,France,Europe
1491,Pierre Lees-Melou,FRA,Norwich City,Premier League,2021,28.0,1993.0,25.2,1033,1012,20,8,7,28,33,9,1,1,0,0,807,1,24,MF,25-29,Midfielder,France,Europe
1493,Maxim Leitsch,GER,Bochum,Bundesliga,2021,23.0,1998.0,17.1,835,818,13,8,0,6,5,5,0,0,0,0,685,4,5,DF,20-24,Defender,Germany,Europe
1494,Lucas Leiva,BRA,Lazio,Serie A,2021,34.0,1987.0,18.9,1235,1194,37,36,0,2,4,0,1,0,1,0,1131,4,12,MF,30-34,Midfielder,Brazil,South America
1495,Florian Lejeune,FRA,Alavés,La Liga,2021,30.0,1991.0,30.0,1172,1089,78,76,1,52,3,2,0,0,0,0,908,5,9,DF,30-34,Defender,France,Europe
1497,Thomas Lemar,FRA,Atlético Madrid,La Liga,2021,25.0,1995.0,16.0,791,705,82,22,2,7,90,18,42,16,13,0,621,4,17,MF,25-29,Midfielder,France,Europe
1498,Félix Lemaréchal,FRA,Monaco,Ligue 1,2021,17.0,2003.0,0.1,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0,MF,Under 20,Midfielder,France,Europe
1500,Fabien Lemoine,FRA,Lorient,Ligue 1,2021,34.0,1987.0,12.4,888,861,27,23,0,15,6,2,1,0,1,0,783,0,5,MF,30-34,Midfielder,France,Europe
1501,Tim Lemperle,GER,Köln,Bundesliga,2021,19.0,2002.0,1.7,61,55,4,0,0,0,1,1,0,0,0,0,39,2,3,"FW,MF",Under 20,Forward,Germany,Europe
1503,Clément Lenglet,FRA,Barcelona,La Liga,2021,26.0,1995.0,9.2,820,802,16,12,2,13,1,4,0,0,0,0,743,2,7,DF,25-29,Defender,France,Europe
1504,Aaron Lennon,ENG,Burnley,Premier League,2021,34.0,1987.0,17.2,382,370,9,1,0,1,40,3,2,2,0,0,252,3,19,"MF,FW",30-34,Midfielder,England,Europe
1505,Bernd Leno,GER,Arsenal,Premier League,2021,29.0,1992.0,4.0,115,71,43,6,0,0,0,0,0,0,0,0,76,1,0,GK,25-29,Goalkeeper,Germany,Europe
1506,Christopher Lenz,GER,Eint Frankfurt,Bundesliga,2021,26.0,1994.0,7.4,521,401,120,12,1,1,43,87,21,12,6,0,374,0,12,DF,25-29,Defender,Germany,Europe
1507,Léo Leroy,FRA,Montpellier,Ligue 1,2021,21.0,2000.0,7.0,323,318,5,5,2,1,4,0,0,0,0,0,256,0,11,MF,20-24,Midfielder,France,Europe
1508,Alexandre Letellier,FRA,Paris S-G,Ligue 1,2021,30.0,1990.0,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,GK,30-34,Goalkeeper,France,Europe
1510,Jamie Leweling,GER,Greuther Fürth,Bundesliga,2021,20.0,2001.0,21.8,415,379,34,2,0,4,40,15,0,0,0,0,255,2,20,"FW,MF",20-24,Forward,Germany,Europe
1512,Luca Lezzerini,ITA,Venezia,Serie A,2021,26.0,1995.0,5.5,199,132,67,23,0,0,0,0,0,0,0,0,155,0,0,GK,25-29,Goalkeeper,Italy,Europe
1513,Ben Lhassine Kone,CIV,Torino,Serie A,2021,21.0,2000.0,0.9,37,37,0,0,0,2,0,0,0,0,0,0,29,0,1,MF,20-24,Midfielder,Ivory Coast,Africa
1515,Dimitri Liénard,FRA,Strasbourg,Ligue 1,2021,33.0,1988.0,22.7,1435,1145,289,47,2,31,188,186,56,6,44,0,1035,1,26,"DF,MF",30-34,Defender,France,Europe
1516,Philipp Lienhart,AUT,Freiburg,Bundesliga,2021,25.0,1996.0,31.9,1757,1693,61,54,1,20,8,7,0,0,0,0,1491,3,11,DF,25-29,Defender,Austria,Europe
1517,Matthijs de Ligt,NED,Juventus,Serie A,2021,21.0,1999.0,29.7,1704,1643,58,34,1,12,4,9,0,0,0,0,1510,3,6,DF,20-24,Defender,Netherlands,Europe
1518,Isaac Lihadji,FRA,Lille,Ligue 1,2021,19.0,2002.0,2.6,96,89,6,0,1,0,9,3,2,2,0,0,66,1,7,"MF,FW",Under 20,Midfielder,France,Europe
1520,Andreas Linde,SWE,Greuther Fürth,Bundesliga,2021,28.0,1993.0,12.0,501,383,112,25,0,0,0,0,0,0,0,0,324,6,1,GK,25-29,Goalkeeper,Sweden,Europe
1521,Victor Lindelöf,SWE,Manchester Utd,Premier League,2021,27.0,1994.0,26.2,1385,1351,32,26,4,10,0,6,0,0,0,0,1215,2,8,DF,25-29,Defender,Sweden,Europe
1522,Jesper Lindstrøm,DEN,Eint Frankfurt,Bundesliga,2021,21.0,2000.0,22.0,587,542,45,10,1,4,54,8,24,6,11,0,413,0,18,"MF,FW",20-24,Midfielder,Denmark,Europe
1524,Jesse Lingard,ENG,Manchester Utd,Premier League,2021,28.0,1992.0,4.1,153,152,1,0,2,0,8,0,0,0,0,0,128,0,2,"FW,MF",25-29,Forward,England,Europe
1527,Dejan Ljubicic,AUT,Köln,Bundesliga,2021,23.0,1997.0,21.9,717,705,8,5,1,6,59,2,0,0,0,0,495,4,33,"MF,FW",20-24,Midfielder,Austria,Europe
1531,Hugo Lloris,FRA,Tottenham,Premier League,2021,34.0,1986.0,38.0,957,629,325,47,1,0,0,0,0,0,0,0,767,3,1,GK,30-34,Goalkeeper,France,Europe
1532,Giovani Lo Celso,ARG,Tottenham,Premier League,2021,25.0,1996.0,2.6,161,143,18,4,0,2,10,1,10,2,4,0,128,0,4,"MF,FW",25-29,Midfielder,Argentina,South America
1533,Giovani Lo Celso,ARG,Villarreal,La Liga,2021,25.0,1996.0,11.0,534,503,26,10,4,3,15,1,9,4,0,0,434,5,17,"FW,MF",25-29,Forward,Argentina,South America
1535,Stanislav Lobotka,SVK,Napoli,Serie A,2021,26.0,1994.0,18.7,1419,1401,18,17,2,2,3,1,0,0,0,0,1327,0,9,MF,25-29,Midfielder,Slovakia,Europe
1536,Jürgen Locadia,CUW,Brighton,Premier League,2021,27.0,1993.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"MF,FW",25-29,Midfielder,Curaçao,Europe
1537,Jürgen Locadia,CUW,Bochum,Bundesliga,2021,27.0,1993.0,4.9,123,109,13,0,1,3,0,2,0,0,0,0,93,1,4,"FW,MF",25-29,Forward,Curaçao,Europe
1538,Manuel Locatelli,ITA,Juventus,Serie A,2021,23.0,1998.0,24.0,1435,1371,58,54,6,22,8,2,0,0,0,0,1221,6,16,MF,20-24,Midfielder,Italy,Europe
