rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age_range,general_position,country,continent
1841,Ilaix Moriba,GUI,Valencia,La Liga,2021,18.0,2003.0,9.1,216,285,75.8,3312,923,119,144,82.6,69,85,81.2,16,31,51.6,0,0.2,0.3,-0.2,2,30,7,1,34,MF,Under 20,Midfielder,Guinea,Africa
1842,Ilaix Moriba,GUI,RB Leipzig,Bundesliga,2021,18.0,2003.0,0.4,17,21,81.0,254,61,11,14,78.6,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,MF,Under 20,Midfielder,Guinea,Africa
1847,Tyler Morton,ENG,Liverpool,Premier League,2021,18.0,2002.0,0.7,30,35,85.7,527,116,15,16,93.8,9,9,100.0,5,7,71.4,0,0.0,0.0,0.0,0,5,0,0,4,MF,Under 20,Midfielder,England,Europe
1849,Lebo Mothiba,RSA,Troyes,Ligue 1,2021,25.0,1996.0,5.8,102,128,79.7,1363,181,61,73,83.6,28,33,84.8,4,5,80.0,0,0.5,0.2,-0.5,6,5,0,0,2,"FW,MF",25-29,Forward,South Africa,Africa
1850,Lebo Mothiba,RSA,Strasbourg,Ligue 1,2021,25.0,1996.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,25-29,Forward,South Africa,Africa
1851,Andrei Motoc,MDA,Salernitana,Serie A,2021,19.0,2002.0,1.0,21,26,80.8,463,213,7,7,100.0,10,11,90.9,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,1,DF,Under 20,Defender,Moldova,Europe
1852,Baptiste Mouazan,FRA,Lorient,Ligue 1,2021,19.0,2001.0,1.1,24,33,72.7,336,57,16,18,88.9,8,11,72.7,0,3,0.0,0,0.0,0.0,0.0,0,1,1,0,3,MF,Under 20,Midfielder,France,Europe
1854,Youssoufa Moukoko,GER,Dortmund,Bundesliga,2021,16.0,2004.0,2.5,30,34,88.2,415,36,14,17,82.4,13,14,92.9,0,0,,0,0.1,0.1,-0.1,2,3,0,0,4,"FW,MF",Under 20,Forward,Germany,Europe
1856,Jessy Moulin,FRA,Troyes,Ligue 1,2021,35.0,1986.0,7.0,164,239,68.6,4395,3043,38,38,100.0,67,68,98.5,56,130,43.1,0,0.0,0.0,0.0,0,2,0,0,0,GK,35-39,Goalkeeper,France,Europe
1857,Steve Mounié,BEN,Brest,Ligue 1,2021,26.0,1994.0,25.7,429,723,59.3,5739,1547,265,402,65.9,121,221,54.8,14,25,56.0,2,1.2,1.2,0.8,18,47,14,1,65,FW,25-29,Forward,Benin,Africa
1858,Mason Mount,ENG,Chelsea,Premier League,2021,22.0,1999.0,26.3,998,1278,78.1,13767,4197,609,673,90.5,266,346,76.9,56,128,43.8,10,6.7,6.9,3.3,58,70,61,10,164,MF,20-24,Midfielder,England,Europe
1859,Lucas Moura,BRA,Tottenham,Premier League,2021,28.0,1992.0,19.7,567,774,73.3,7667,2267,340,413,82.3,180,243,74.1,17,38,44.7,6,5.0,2.8,1.0,34,59,27,4,99,"FW,MF",25-29,Forward,Brazil,South America
1860,Lys Mousset,FRA,Salernitana,Serie A,2021,25.0,1996.0,1.8,32,45,71.1,444,105,18,24,75.0,13,16,81.3,0,0,,1,0.2,0.1,0.8,3,4,3,0,3,"MF,FW",25-29,Midfielder,France,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,1700,2039,83.4,31501,7578,700,779,89.9,734,825,89.0,221,331,66.8,1,2.7,2.3,-1.7,39,170,18,4,196,MF,30-34,Midfielder,Portugal,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,1700,2039,83.4,31501,7578,700,779,89.9,734,825,89.0,221,331,66.8,1,2.7,2.3,-1.7,39,170,18,4,196,MF,30-34,Midfielder,Portugal,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,1700,2039,83.4,31501,7578,700,779,89.9,734,825,89.0,221,331,66.8,1,2.7,2.3,-1.7,39,170,18,4,196,MF,30-34,Midfielder,Portugal,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,1700,2039,83.4,31501,7578,700,779,89.9,734,825,89.0,221,331,66.8,1,2.7,2.3,-1.7,39,170,18,4,196,MF,30-34,Midfielder,Portugal,Europe
1865,Nordi Mukiele,FRA,RB Leipzig,Bundesliga,2021,23.0,1997.0,20.5,851,1147,74.2,14008,5492,411,491,83.7,338,423,79.9,70,132,53.0,3,3.5,2.8,-0.5,14,42,30,6,76,"DF,FW",20-24,Defender,France,Europe
1867,Florian Müller,GER,Stuttgart,Bundesliga,2021,23.0,1997.0,30.0,853,1014,84.1,19929,12915,243,243,100.0,390,394,99.0,205,361,56.8,0,0.0,0.0,0.0,0,5,1,0,0,GK,20-24,Goalkeeper,Germany,Europe
1868,Thomas Müller,GER,Bayern Munich,Bundesliga,2021,31.0,1989.0,28.4,1117,1516,73.7,16251,4168,650,771,84.3,373,500,74.6,49,120,40.8,18,12.7,11.7,5.3,84,79,69,16,155,MF,30-34,Midfielder,Germany,Europe
1869,Bali Mumba,ENG,Norwich City,Premier League,2021,19.0,2001.0,0.5,7,10,70.0,78,27,6,6,100.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,DF,Under 20,Defender,England,Europe
1870,Marshall Munetsi,ZIM,Reims,Ligue 1,2021,25.0,1996.0,20.9,535,680,78.7,9759,2655,231,269,85.9,224,272,82.4,61,100,61.0,1,1.2,0.4,-0.2,8,40,2,0,37,"MF,DF",25-29,Midfielder,Zimbabwe,Africa
1873,Luis Muriel,COL,Atalanta,Serie A,2021,30.0,1991.0,17.1,541,755,71.7,8311,2422,293,362,80.9,158,224,70.5,52,94,55.3,8,6.0,6.1,2.0,60,42,32,4,86,"FW,MF",30-34,Forward,Colombia,South America
1874,Jeison Murillo,COL,Celta Vigo,La Liga,2021,29.0,1992.0,12.4,621,699,88.8,12920,4108,174,186,93.5,346,371,93.3,92,126,73.0,0,0.0,0.1,0.0,1,47,0,0,46,DF,25-29,Defender,Colombia,South America
1877,Jacob Murphy,ENG,Newcastle Utd,Premier League,2021,26.0,1995.0,16.4,364,581,62.7,5480,1975,182,233,78.1,119,183,65.0,29,82,35.4,2,2.6,1.9,-0.6,20,33,19,6,44,"FW,DF",25-29,Forward,England,Europe
1878,Nicola Murru,ITA,Sampdoria,Serie A,2021,26.0,1994.0,10.9,303,460,65.9,5333,2276,141,167,84.4,120,165,72.7,34,96,35.4,0,0.4,0.8,-0.4,6,29,10,5,32,DF,25-29,Defender,Italy,Europe
1879,Yunus Musah,USA,Valencia,La Liga,2021,18.0,2002.0,14.0,277,384,72.1,4619,1161,135,166,81.3,98,129,76.0,28,41,68.3,0,1.2,1.2,-1.2,10,26,7,3,44,"MF,FW",Under 20,Midfielder,United States,North America
1880,Torben Müsel,GER,Gladbach,Bundesliga,2021,22.0,1999.0,0.1,1,1,100.0,9,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MF,20-24,Midfielder,Germany,Europe
1881,Jamal Musiala,GER,Bayern Munich,Bundesliga,2021,18.0,2003.0,16.3,595,710,83.8,8196,2137,353,394,89.6,196,218,89.9,18,28,64.3,5,4.9,5.2,0.1,28,63,31,0,95,"MF,FW",Under 20,Midfielder,Germany,Europe
1882,Juan Musso,ARG,Atalanta,Serie A,2021,27.0,1994.0,32.6,715,958,74.6,20801,14921,97,97,100.0,349,355,98.3,262,490,53.5,0,0.0,0.0,0.0,0,11,0,0,0,GK,25-29,Goalkeeper,Argentina,South America
1883,Shkodran Mustafi,GER,Levante,La Liga,2021,29.0,1992.0,7.3,287,368,78.0,6770,2506,53,68,77.9,176,196,89.8,56,95,58.9,0,0.0,0.1,0.0,0,24,0,0,18,DF,25-29,Defender,Germany,Europe
1885,Enock Mwepu,ZAM,Brighton,Premier League,2021,23.0,1998.0,11.1,289,393,73.5,3992,899,159,191,83.2,98,127,77.2,10,29,34.5,4,1.6,0.8,2.4,9,18,4,0,27,MF,20-24,Midfielder,Zambia,Africa
1886,Vitaliy Mykolenko,UKR,Everton,Premier League,2021,22.0,1999.0,11.7,319,465,68.6,4900,2092,188,216,87.0,96,155,61.9,25,66,37.9,0,0.8,0.8,-0.8,8,21,7,5,27,DF,20-24,Defender,Ukraine,Europe
1889,Kévin N'Doram,FRA,Metz,Ligue 1,2021,25.0,1996.0,13.7,437,521,83.9,8115,2626,168,197,85.3,205,231,88.7,53,73,72.6,0,0.4,0.3,-0.4,11,52,1,0,63,MF,25-29,Midfielder,France,Europe
1894,Marvelous Nakamba,ZIM,Aston Villa,Premier League,2021,27.0,1994.0,10.0,327,385,84.9,4835,1518,187,219,85.4,114,129,88.4,18,21,85.7,0,0.0,0.2,0.0,2,33,1,0,24,MF,25-29,Midfielder,Zimbabwe,Africa
1895,Nahitan Nández,URU,Cagliari,Serie A,2021,25.0,1995.0,16.9,453,648,69.9,7767,2213,222,276,80.4,167,226,73.9,48,84,57.1,2,2.7,2.1,-0.7,22,44,26,15,64,"MF,DF",25-29,Midfielder,Uruguay,South America
1898,Nikolas Nartey,DEN,Stuttgart,Bundesliga,2021,21.0,2000.0,4.5,144,197,73.1,2143,656,81,99,81.8,52,68,76.5,7,18,38.9,0,0.1,0.9,-0.1,4,5,6,1,16,"MF,DF",20-24,Midfielder,Denmark,Europe
1903,Keylor Navas,CRC,Paris S-G,Ligue 1,2021,34.0,1986.0,20.6,501,547,91.6,10820,7312,139,140,99.3,268,270,99.3,92,134,68.7,0,0.0,0.0,0.0,0,1,0,0,0,GK,30-34,Goalkeeper,Costa Rica,North America
1904,Papa Ndiaga Yade,MTN,Metz,Ligue 1,2021,21.0,2000.0,7.7,226,312,72.4,4032,1142,93,115,80.9,100,129,77.5,24,48,50.0,1,0.7,0.9,0.3,6,13,6,4,12,"DF,FW",20-24,Defender,Mauritania,Africa
1905,Wilfred Ndidi,NGA,Leicester City,Premier League,2021,24.0,1996.0,18.0,746,935,79.8,11258,3104,393,465,84.5,279,332,84.0,41,65,63.1,0,0.0,0.2,0.0,2,36,4,0,57,"MF,DF",20-24,Midfielder,Nigeria,Africa
1908,Dan Ndoye,SUI,Nice,Ligue 1,2021,20.0,2000.0,2.3,37,52,71.2,510,86,20,26,76.9,11,15,73.3,2,4,50.0,1,0.5,0.2,0.5,2,2,1,1,5,"FW,MF",20-24,Forward,Switzerland,Europe
1909,Paul Nebel,GER,Mainz 05,Bundesliga,2021,18.0,2002.0,2.5,60,97,61.9,783,178,35,51,68.6,13,18,72.2,4,10,40.0,1,0.3,0.5,0.7,4,0,1,1,5,"MF,FW",Under 20,Midfielder,Germany,Europe
1911,Reiss Nelson,ENG,Arsenal,Premier League,2021,21.0,1999.0,0.2,8,12,66.7,66,0,7,10,70.0,0,1,0.0,0,0,,0,0.0,0.1,0.0,1,0,0,0,0,FW,20-24,Forward,England,Europe
1912,David Nemeth,AUT,Mainz 05,Bundesliga,2021,20.0,2001.0,3.5,146,174,83.9,2446,842,70,73,95.9,63,72,87.5,11,24,45.8,0,0.0,0.0,0.0,0,8,0,0,7,DF,20-24,Defender,Austria,Europe
1913,Ilija Nestorovski,MKD,Udinese,Serie A,2021,31.0,1990.0,2.1,44,62,71.0,668,238,25,31,80.6,16,22,72.7,1,1,100.0,0,0.9,0.2,-0.9,4,6,4,1,10,FW,30-34,Forward,North Macedonia,Europe
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,106,130,81.5,2859,1968,19,19,100.0,40,43,93.0,45,66,68.2,0,0.0,0.0,0.0,1,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1915,Pedro Neto,POR,Wolves,Premier League,2021,21.0,2000.0,5.2,181,237,76.4,2805,542,97,106,91.5,61,82,74.4,13,29,44.8,1,1.0,0.9,0.0,13,4,4,2,10,"FW,MF",20-24,Forward,Portugal,Europe
1916,Luca Netz,GER,Gladbach,Bundesliga,2021,18.0,2003.0,15.5,412,545,75.6,6556,1969,220,257,85.6,151,187,80.7,27,65,41.5,4,1.2,1.3,2.8,15,17,13,5,24,"DF,FW",Under 20,Defender,Germany,Europe
1917,Manuel Neuer,GER,Bayern Munich,Bundesliga,2021,35.0,1986.0,27.9,1097,1255,87.4,27026,18257,221,221,100.0,573,583,98.3,299,442,67.6,0,0.0,0.1,0.0,0,7,2,0,8,GK,35-39,Goalkeeper,Germany,Europe
1918,Florian Neuhaus,GER,Gladbach,Bundesliga,2021,24.0,1997.0,23.6,874,1101,79.4,14973,5596,400,474,84.4,354,426,83.1,84,128,65.6,4,2.2,2.9,1.8,20,96,18,1,133,MF,20-24,Midfielder,Germany,Europe
1920,Rúben Neves,POR,Wolves,Premier League,2021,24.0,1997.0,29.6,1635,1992,82.1,34995,8702,487,553,88.1,827,937,88.3,299,416,71.9,2,3.1,2.7,-1.1,25,200,30,5,202,MF,20-24,Midfielder,Portugal,Europe
1921,Neymar,BRA,Paris S-G,Ligue 1,2021,29.0,1992.0,20.6,1033,1314,78.6,14291,4445,639,736,86.8,252,318,79.2,63,110,57.3,6,7.5,5.6,-1.5,61,118,42,3,146,"FW,MF",25-29,Forward,Brazil,South America
1922,Yvan Neyou,CMR,Saint-Étienne,Ligue 1,2021,24.0,1997.0,10.4,427,508,84.1,6963,1777,188,216,87.0,183,207,88.4,36,54,66.7,0,0.4,0.2,-0.4,7,32,3,0,39,MF,20-24,Midfielder,Cameroon,Africa
1923,Jeremy Ngakia,ENG,Watford,Premier League,2021,20.0,2000.0,10.0,322,442,72.9,5489,2535,147,175,84.0,139,172,80.8,26,61,42.6,0,0.5,0.6,-0.5,4,37,7,3,39,DF,20-24,Defender,England,Europe
1924,Jessic Ngankam,GER,Greuther Fürth,Bundesliga,2021,21.0,2000.0,3.8,25,46,54.3,338,46,14,20,70.0,10,13,76.9,0,1,0.0,1,0.2,0.1,0.8,1,3,0,0,2,FW,20-24,Forward,Germany,Europe
1925,Opa Nguette,SEN,Metz,Ligue 1,2021,27.0,1994.0,11.6,184,253,72.7,2221,487,110,143,76.9,52,67,77.6,1,4,25.0,2,0.4,0.3,1.6,11,12,4,0,25,"FW,MF",25-29,Forward,Senegal,Africa
1926,Aurélien Nguiamba,FRA,Spezia,Serie A,2021,22.0,1999.0,0.6,27,34,79.4,418,181,13,13,100.0,12,17,70.6,1,2,50.0,0,0.0,0.0,0.0,0,4,0,0,5,MF,20-24,Midfielder,France,Europe
1929,Ibrahima Niane,SEN,Metz,Ligue 1,2021,22.0,1999.0,17.6,301,426,70.7,4026,783,187,244,76.6,77,119,64.7,16,24,66.7,1,1.3,1.0,-0.3,11,15,4,1,20,FW,20-24,Forward,Senegal,Africa
1931,Tanguy Nianzou,FRA,Bayern Munich,Bundesliga,2021,19.0,2002.0,6.5,492,539,91.3,8709,3378,189,203,93.1,267,281,95.0,31,43,72.1,1,1.5,0.8,-0.5,5,43,2,0,41,DF,Under 20,Defender,France,Europe
1932,Cheikh Niasse,SEN,Lille,Ligue 1,2021,21.0,2000.0,0.5,20,25,80.0,269,73,12,13,92.3,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,3,0,0,3,"FW,MF",20-24,Forward,Senegal,Africa
1933,Florian Niederlechner,GER,Augsburg,Bundesliga,2021,30.0,1990.0,12.9,153,217,70.5,2334,494,80,105,76.2,60,76,78.9,7,13,53.8,3,0.7,1.0,2.3,15,15,2,1,19,FW,30-34,Forward,Germany,Europe
1938,Joakim Nilsson,SWE,Arminia,Bundesliga,2021,27.0,1994.0,30.4,978,1222,80.0,19293,7088,324,390,83.1,538,609,88.3,110,198,55.6,0,0.3,0.6,-0.3,4,64,4,0,68,DF,25-29,Defender,Sweden,Europe
1939,Casimir Ninga,CHA,Angers,Ligue 1,2021,28.0,1993.0,4.5,56,71,78.9,761,192,26,35,74.3,15,17,88.2,4,5,80.0,0,0.0,0.1,0.0,1,3,1,0,5,FW,25-29,Forward,Chad,Africa
1941,Eddie Nketiah,ENG,Arsenal,Premier League,2021,22.0,1999.0,9.3,175,230,76.1,2484,379,96,115,83.5,66,78,84.6,5,8,62.5,1,2.0,0.8,-1.0,13,7,4,0,21,FW,20-24,Forward,England,Europe
1943,Christopher Nkunku,FRA,RB Leipzig,Bundesliga,2021,23.0,1997.0,30.3,813,1037,78.4,11116,2829,452,523,86.4,237,294,80.6,45,80,56.3,13,9.7,10.0,3.3,64,47,60,6,117,"FW,MF",20-24,Forward,France,Europe
1944,Felix Nmecha,GER,Wolfsburg,Bundesliga,2021,20.0,2000.0,3.6,88,124,71.0,1200,302,55,72,76.4,26,34,76.5,2,6,33.3,0,0.0,0.1,0.0,0,6,3,0,13,"MF,FW",20-24,Midfielder,Germany,Europe
1945,Lukas Nmecha,GER,Wolfsburg,Bundesliga,2021,22.0,1998.0,18.1,258,395,65.3,3581,640,156,214,72.9,71,101,70.3,15,31,48.4,0,2.1,2.9,-2.1,14,13,17,3,25,"FW,MF",20-24,Forward,Germany,Europe
1946,Mark Noble,ENG,West Ham,Premier League,2021,34.0,1987.0,3.7,262,301,87.0,4287,1128,127,137,92.7,109,119,91.6,21,32,65.6,0,0.0,0.1,0.0,1,21,0,0,14,MF,30-34,Midfielder,England,Europe
1949,Arnaud Nordin,FRA,Saint-Étienne,Ligue 1,2021,23.0,1998.0,20.8,442,600,73.7,6641,1410,243,284,85.6,147,193,76.2,28,59,47.5,4,2.4,2.4,1.6,23,20,13,5,44,"FW,MF",20-24,Forward,France,Europe
1954,Soma Novothny,HUN,Bochum,Bundesliga,2021,27.0,1994.0,0.9,12,18,66.7,175,81,5,8,62.5,6,8,75.0,0,1,0.0,0,0.0,0.1,0.0,0,2,1,0,2,"FW,MF",25-29,Forward,Hungary,Europe
1955,Jean-Pierre Nsame,CMR,Venezia,Serie A,2021,28.0,1993.0,2.7,40,67,59.7,501,169,25,38,65.8,9,16,56.3,2,4,50.0,1,0.7,0.3,0.3,5,3,2,0,8,FW,25-29,Forward,Cameroon,Africa
1956,Randy Nteka,ANG,Rayo Vallecano,La Liga,2021,23.0,1997.0,16.2,271,413,65.6,3523,773,177,234,75.6,70,108,64.8,8,23,34.8,0,1.4,1.2,-1.4,14,25,5,0,31,"FW,MF",20-24,Forward,Angola,Africa
1957,Alexander Nübel,GER,Monaco,Ligue 1,2021,24.0,1996.0,38.0,839,1121,74.8,23494,16891,140,141,99.3,407,410,99.3,288,563,51.2,0,0.0,0.0,0.0,0,4,0,0,2,GK,20-24,Goalkeeper,Germany,Europe
1964,Allan Nyom,CMR,Getafe,La Liga,2021,33.0,1988.0,2.7,61,89,68.5,1026,403,32,38,84.2,22,32,68.8,6,18,33.3,0,0.1,0.1,-0.1,2,5,2,2,4,DF,30-34,Defender,Cameroon,Africa
1965,M'Bala Nzola,ANG,Spezia,Serie A,2021,24.0,1996.0,11.9,192,244,78.7,2372,264,108,127,85.0,37,54,68.5,12,15,80.0,1,1.4,0.8,-0.4,10,7,3,0,13,FW,20-24,Forward,Angola,Africa
1966,Christian Nørgaard,DEN,Brentford,Premier League,2021,27.0,1994.0,33.9,1337,1685,79.3,21669,6947,667,789,84.5,543,651,83.4,87,145,60.0,4,3.3,2.9,0.7,29,149,24,3,169,MF,25-29,Midfielder,Denmark,Europe
1967,Adam Obert,SVK,Cagliari,Serie A,2021,18.0,2002.0,3.0,69,106,65.1,1337,420,27,33,81.8,31,37,83.8,11,25,44.0,0,0.0,0.0,0.0,0,4,1,1,5,"DF,MF",Under 20,Defender,Slovakia,Europe
1968,Joel Obi,NGA,Salernitana,Serie A,2021,30.0,1991.0,12.7,275,368,74.7,3690,1013,172,196,87.8,66,90,73.3,18,34,52.9,1,1.8,1.0,-0.8,14,12,3,3,20,"MF,DF",30-34,Midfielder,Nigeria,Africa
1970,Lucas Ocampos,ARG,Sevilla,La Liga,2021,27.0,1994.0,23.6,656,864,75.9,10650,2399,350,393,89.1,241,304,79.3,51,106,48.1,4,1.9,2.5,2.1,18,31,18,6,80,FW,25-29,Forward,Argentina,South America
1971,Bastian Oczipka,GER,Union Berlin,Bundesliga,2021,32.0,1989.0,10.4,402,561,71.7,6571,2836,198,234,84.6,148,188,78.7,38,87,43.7,1,2.1,2.5,-1.1,16,25,17,9,47,DF,30-34,Defender,Germany,Europe
1972,Brian Oddei,ITA,Sassuolo,Serie A,2021,18.0,2002.0,0.1,5,5,100.0,45,1,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,Under 20,Forward,Italy,Europe
1974,Angelo Ogbonna,ITA,West Ham,Premier League,2021,33.0,1988.0,10.2,405,477,84.9,7815,2674,123,127,96.9,244,271,90.0,34,69,49.3,0,0.0,0.0,0.0,0,16,0,0,14,DF,30-34,Defender,Italy,Europe
1975,Florent Ogier,FRA,Clermont Foot,Ligue 1,2021,32.0,1989.0,27.0,1264,1516,83.4,24045,11081,487,543,89.7,589,674,87.4,166,264,62.9,0,0.2,0.4,-0.2,2,72,2,0,80,DF,30-34,Defender,France,Europe
1978,Masaya Okugawa,JPN,Arminia,Bundesliga,2021,25.0,1996.0,28.1,292,483,60.5,4047,1424,166,240,69.2,86,137,62.8,15,28,53.6,1,1.4,0.9,-0.4,27,31,11,1,47,"MF,FW",25-29,Midfielder,Japan,Asia
1981,Mathias Olesen,LUX,Köln,Bundesliga,2021,20.0,2001.0,0.2,10,14,71.4,103,45,7,8,87.5,2,4,50.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,"MF,FW",20-24,Midfielder,Luxembourg,Europe
1982,Michael Olise,FRA,Crystal Palace,Premier League,2021,19.0,2001.0,12.7,476,662,71.9,7870,2233,254,290,87.6,143,207,69.1,57,108,52.8,5,3.9,3.6,1.1,24,39,26,9,63,"FW,MF",Under 20,Forward,France,Europe
1983,Christian Oliva,URU,Cagliari,Serie A,2021,25.0,1996.0,0.5,28,33,84.8,451,114,11,12,91.7,17,18,94.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,5,MF,25-29,Midfielder,Uruguay,South America
1986,Mathías Olivera,URU,Getafe,La Liga,2021,23.0,1997.0,31.1,1017,1430,71.1,15178,6057,596,707,84.3,329,488,67.4,61,133,45.9,3,2.4,1.9,0.6,31,78,22,10,101,DF,20-24,Defender,Uruguay,South America
1988,Robin Olsen,SWE,Aston Villa,Premier League,2021,31.0,1990.0,1.0,25,47,53.2,847,651,6,6,100.0,8,8,100.0,11,31,35.5,0,0.0,0.0,0.0,0,0,0,0,0,GK,30-34,Goalkeeper,Sweden,Europe
1990,Jonas Omlin,SUI,Montpellier,Ligue 1,2021,27.0,1994.0,28.7,842,1071,78.6,21947,15321,170,174,97.7,434,439,98.9,233,448,52.0,0,0.0,0.0,0.0,0,6,0,0,0,GK,25-29,Goalkeeper,Switzerland,Europe
1991,Andrew Omobamidele,IRL,Norwich City,Premier League,2021,19.0,2002.0,4.2,197,235,83.8,3559,1026,75,85,88.2,100,115,87.0,18,27,66.7,0,0.0,0.0,0.0,0,10,0,0,14,DF,Under 20,Defender,Republic of Ireland,Europe
1992,Amadou Onana,BEL,Lille,Ligue 1,2021,19.0,2001.0,15.1,516,623,82.8,8931,2203,231,263,87.8,203,234,86.8,61,86,70.9,0,1.1,1.7,-1.1,15,53,7,0,59,MF,Under 20,Midfielder,Belgium,Europe
1993,Jean Onana,CMR,Bordeaux,Ligue 1,2021,21.0,2000.0,20.4,863,1079,80.0,15507,3895,397,456,87.1,309,369,83.7,120,182,65.9,2,1.6,1.3,0.4,15,88,13,1,90,MF,20-24,Midfielder,Cameroon,Africa
1994,Karim Onisiwo,AUT,Mainz 05,Bundesliga,2021,29.0,1992.0,26.2,333,567,58.7,4743,1305,189,272,69.5,98,152,64.5,22,44,50.0,8,6.6,4.7,1.4,40,24,26,7,51,FW,25-29,Forward,Austria,Europe
1996,Tyler Onyango,ENG,Everton,Premier League,2021,18.0,2003.0,0.3,1,2,50.0,17,5,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MF,Under 20,Midfielder,England,Europe
1997,Frank Onyeka,NGA,Brentford,Premier League,2021,23.0,1998.0,11.6,259,332,78.0,4083,990,135,159,84.9,94,115,81.7,18,30,60.0,0,0.2,0.4,-0.2,4,23,7,1,35,MF,20-24,Midfielder,Nigeria,Africa
1999,Divock Origi,BEL,Liverpool,Premier League,2021,26.0,1995.0,1.5,28,37,75.7,297,47,18,23,78.3,3,5,60.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,0,2,FW,25-29,Forward,Belgium,Europe
2000,Riccardo Orsolini,ITA,Bologna,Serie A,2021,24.0,1997.0,19.8,481,744,64.7,7878,2450,262,333,78.7,133,206,64.6,58,123,47.2,3,2.1,1.5,0.9,21,40,20,10,60,"FW,MF",20-24,Forward,Italy,Europe
2001,Stefan Ortega,GER,Arminia,Bundesliga,2021,28.0,1992.0,33.0,1245,1768,70.4,41924,32569,132,134,98.5,544,548,99.3,569,1081,52.6,0,0.2,0.4,-0.2,5,89,6,0,3,GK,25-29,Goalkeeper,Germany,Europe
2005,David Ospina,COL,Napoli,Serie A,2021,32.0,1988.0,31.0,816,979,83.4,19414,13796,198,200,99.0,401,407,98.5,211,361,58.4,0,0.0,0.0,0.0,0,11,0,0,0,GK,30-34,Goalkeeper,Colombia,South America
