rk,player,nation,squad,comp,season,age,born,mp,starts,min,ninety_mins_played,goals_against,ga_per_90,shots_on_target_against,saves,save_pct,wins,draws,losses,clean_sheets,clean_sheet_pct,penalties_faced,penalties_allowed,penalties_saved,penalties_missed,penalty_save_pct,position,age_range,general_position,country,continent
128,Fernando Pacheco,ESP,Alavés,La Liga,2019,27,1992,27,27,2358,26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3,GK,25-29,Goalkeeper,Spain,Europe
130,Miquel Parera,ESP,Mallorca,La Liga,2019,23,1996,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
132,Jiří Pavlenka,CZE,Werder Bremen,Bundesliga,2019,27,1992,33,33,2970,33.0,67,2.03,169,105,60.9,8,6,19,4,12.1,1,1,0,0,0.0,GK,25-29,Goalkeeper,Czech Republic,Europe
136,Juan Pérez,ESP,Osasuna,La Liga,2019,23,1996,2,2,180,2.0,3,1.50,9,6,77.8,1,1,0,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
137,Samu Pérez,ESP,Valladolid,La Liga,2019,22,1997,1,0,26,0.3,1,3.46,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
141,Denis Petrić,SRB,Nantes,Ligue 1,2019,31,1988,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Serbia,Europe
146,Boris Radunović,SRB,Hellas Verona,Serie A,2019,23,1996,3,3,270,3.0,8,2.67,15,7,60.0,1,0,2,1,33.3,2,2,0,0,0.0,GK,20-24,Goalkeeper,Serbia,Europe
148,Predrag Rajković,SRB,Reims,Ligue 1,2019,23,1995,27,27,2430,27.0,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80.0,GK,20-24,Goalkeeper,Serbia,Europe
151,Manolo Reina,ESP,Mallorca,La Liga,2019,34,1985,36,36,3240,36.0,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,GK,30-34,Goalkeeper,Spain,Europe
152,Pepe Reina,ESP,Aston Villa,Premier League,2019,36,1982,12,12,1080,12.0,20,1.67,53,32,66.0,3,3,6,2,16.7,3,2,1,0,33.3,GK,35-39,Goalkeeper,Spain,Europe
153,Pepe Reina,ESP,Milan,Serie A,2019,36,1982,2,2,90,1.0,1,1.00,6,4,83.3,1,0,0,0,0.0,1,0,1,0,100.0,GK,35-39,Goalkeeper,Spain,Europe
154,Álex Remiro,ESP,Real Sociedad,La Liga,2019,24,1995,25,25,2250,25.0,32,1.28,93,60,73.1,11,4,10,6,24.0,8,7,1,0,12.5,GK,20-24,Goalkeeper,Spain,Europe
156,Sergio Rico,ESP,Paris S-G,Ligue 1,2019,25,1993,2,2,180,2.0,4,2.00,10,6,60.0,2,0,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
157,Roberto,ESP,West Ham,Premier League,2019,33,1986,8,7,687,7.6,17,2.23,51,35,68.6,0,1,6,0,0.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
158,Roberto,ESP,Alavés,La Liga,2019,33,1986,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25.0,3,3,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
159,Joel Robles,ESP,Betis,La Liga,2019,29,1990,33,33,2887,32.1,48,1.50,130,83,71.5,9,11,13,5,15.2,11,11,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
162,Rubén,ESP,Osasuna,La Liga,2019,35,1984,19,18,1583,17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,0.0,GK,35-39,Goalkeeper,Spain,Europe
175,Unai Simón,ESP,Athletic Club,La Liga,2019,22,1997,34,34,2991,33.2,29,0.87,109,82,78.0,13,9,12,12,35.3,7,5,0,2,0.0,GK,20-24,Goalkeeper,Spain,Europe
177,Antonio Sivera,ESP,Alavés,La Liga,2019,22,1996,3,3,270,3.0,3,1.00,5,2,60.0,1,1,1,1,33.3,1,1,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
178,Łukasz Skorupski,POL,Bologna,Serie A,2019,28,1991,37,37,3330,37.0,64,1.73,187,123,69.0,12,10,15,2,5.4,8,6,1,1,14.3,GK,25-29,Goalkeeper,Poland,Europe
181,David Soria,ESP,Getafe,La Liga,2019,26,1993,38,38,3420,38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,GK,25-29,Goalkeeper,Spain,Europe
182,Juan Soriano,ESP,Leganés,La Liga,2019,21,1997,11,11,990,11.0,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
187,Wojciech Szczęsny,POL,Juventus,Serie A,2019,29,1990,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1,GK,25-29,Goalkeeper,Poland,Europe
198,Tomáš Vaclík,CZE,Sevilla,La Liga,2019,30,1989,33,33,2925,32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,0,33.3,GK,30-34,Goalkeeper,Czech Republic,Europe
199,Koke Vegas,ESP,Levante,La Liga,2019,23,1995,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,GK,20-24,Goalkeeper,Spain,Europe
201,Iván Villar,ESP,Celta Vigo,La Liga,2019,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
203,Yoel,ESP,Eibar,La Liga,2019,30,1988,4,4,270,3.0,5,1.67,16,10,68.8,2,0,1,1,25.0,1,0,1,0,100.0,GK,30-34,Goalkeeper,Spain,Europe
2,Doğan Alemdar,TUR,Rennes,Ligue 1,2021,18,2002,12,12,1080,12.0,13,1.08,36,22,66.7,6,1,5,4,33.3,2,1,1,0,50.0,GK,Under 20,Goalkeeper,Turkey,Asia
3,Alisson,BRA,Liverpool,Premier League,2021,28,1992,36,36,3240,36.0,24,0.67,99,76,75.8,27,7,2,20,55.6,0,0,0,0,,GK,25-29,Goalkeeper,Brazil,South America
4,Alphonse Areola,FRA,West Ham,Premier League,2021,28,1993,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,France,Europe
7,Emil Audero,ITA,Sampdoria,Serie A,2021,24,1997,29,29,2560,28.4,48,1.69,130,82,63.8,8,5,16,5,17.2,2,1,1,0,50.0,GK,20-24,Goalkeeper,Italy,Europe
8,Daniel Bachmann,AUT,Watford,Premier League,2021,27,1994,12,12,1080,12.0,28,2.33,72,46,65.3,1,0,11,0,0.0,3,3,0,0,0.0,GK,25-29,Goalkeeper,Austria,Europe
10,Nicola Bagnolini,ITA,Bologna,Serie A,2021,17,2004,1,0,3,0.0,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,GK,Under 20,Goalkeeper,Italy,Europe
11,Stefan Bajic,FRA,Saint-Étienne,Ligue 1,2021,19,2001,7,4,510,5.7,13,2.29,29,16,62.1,0,1,3,0,0.0,2,2,0,0,0.0,GK,Under 20,Goalkeeper,France,Europe
12,Francesco Bardi,ITA,Bologna,Serie A,2021,29,1992,2,2,177,2.0,2,1.02,9,7,77.8,1,1,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
13,Oliver Baumann,GER,Hoffenheim,Bundesliga,2021,31,1990,33,33,2970,33.0,57,1.73,155,98,64.5,12,7,14,8,24.2,4,2,1,1,33.3,GK,30-34,Goalkeeper,Germany,Europe
14,Asmir Begović,BIH,Everton,Premier League,2021,34,1987,3,3,270,3.0,8,2.67,18,11,61.1,1,0,2,1,33.3,1,1,0,0,0.0,GK,30-34,Goalkeeper,Bosnia and Herzegovina,Europe
16,Walter Benítez,ARG,Nice,Ligue 1,2021,28,1993,37,37,3330,37.0,35,0.95,141,105,78.0,20,7,10,14,37.8,5,4,1,0,20.0,GK,25-29,Goalkeeper,Argentina,South America
17,Alessandro Berardi,ITA,Hellas Verona,Serie A,2021,30,1991,1,1,90,1.0,3,3.00,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
18,Etrit Berisha,ALB,Torino,Serie A,2021,32,1989,10,10,900,10.0,8,0.80,41,32,85.4,3,4,3,4,40.0,3,2,1,0,33.3,GK,30-34,Goalkeeper,Albania,Europe
19,Paul Bernardoni,FRA,Angers,Ligue 1,2021,24,1997,13,13,1170,13.0,19,1.46,46,27,65.2,4,5,4,4,30.8,3,3,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
20,Paul Bernardoni,FRA,Saint-Étienne,Ligue 1,2021,24,1997,19,19,1710,19.0,37,1.95,93,58,65.6,5,5,9,3,15.8,5,5,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
21,Dimitry Bertaud,COD,Montpellier,Ligue 1,2021,23,1998,11,9,833,9.3,20,2.16,57,37,68.4,2,3,4,2,22.2,2,2,0,0,0.0,GK,20-24,Goalkeeper,DR Congo,Africa
22,Marco Bizot,NED,Brest,Ligue 1,2021,30,1991,38,38,3420,38.0,57,1.50,170,115,68.8,13,9,16,7,18.4,4,4,0,0,0.0,GK,30-34,Goalkeeper,Netherlands,Europe
23,Yassine Bounou,MAR,Sevilla,La Liga,2021,30,1991,31,31,2790,31.0,24,0.77,100,75,78.0,14,13,4,13,41.9,4,2,1,1,33.3,GK,30-34,Goalkeeper,Morocco,Africa
24,Claudio Bravo,CHI,Betis,La Liga,2021,38,1983,17,17,1456,16.2,19,1.17,56,39,67.9,8,4,5,5,29.4,1,1,0,0,0.0,GK,35-39,Goalkeeper,Chile,South America
25,Fabian Bredlow,GER,Stuttgart,Bundesliga,2021,26,1995,4,4,360,4.0,7,1.75,24,17,70.8,0,2,2,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Germany,Europe
26,Sascha Burchert,GER,Greuther Fürth,Bundesliga,2021,31,1989,14,14,1260,14.0,28,2.00,72,46,65.3,2,4,8,3,21.4,3,3,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
27,Roman Bürki,SUI,Dortmund,Bundesliga,2021,30,1990,1,1,90,1.0,1,1.00,1,0,100.0,1,0,0,0,0.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,Switzerland,Europe
28,Jack Butland,ENG,Crystal Palace,Premier League,2021,28,1993,9,8,765,8.5,13,1.53,28,16,53.6,2,4,2,1,12.5,1,0,1,0,100.0,GK,25-29,Goalkeeper,England,Europe
30,Willy Caballero,ARG,Southampton,Premier League,2021,39,1981,2,2,180,2.0,5,2.50,11,6,54.5,0,1,1,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Argentina,South America
31,Marc-Aurèle Caillard,FRA,Metz,Ligue 1,2021,27,1994,19,17,1542,17.1,30,1.75,87,57,67.8,4,5,8,5,29.4,2,2,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
34,Koen Casteels,BEL,Wolfsburg,Bundesliga,2021,29,1992,28,28,2520,28.0,40,1.43,118,76,68.6,11,6,11,10,35.7,6,3,2,1,40.0,GK,25-29,Goalkeeper,Belgium,Europe
35,Jasper Cillessen,NED,Valencia,La Liga,2021,32,1989,17,17,1457,16.2,29,1.79,77,49,68.8,4,8,5,3,17.6,6,5,1,0,16.7,GK,30-34,Goalkeeper,Netherlands,Europe
37,Andrea Consigli,ITA,Sassuolo,Serie A,2021,34,1987,37,37,3322,36.9,63,1.71,171,108,67.8,13,11,13,3,8.1,9,8,1,0,11.1,GK,30-34,Goalkeeper,Italy,Europe
38,Benoît Costil,FRA,Bordeaux,Ligue 1,2021,34,1987,25,25,2250,25.0,62,2.48,133,72,57.1,3,8,14,0,0.0,5,5,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
39,Thibaut Courtois,BEL,Real Madrid,La Liga,2021,29,1992,36,36,3240,36.0,29,0.81,120,91,77.5,26,7,3,16,44.4,3,2,1,0,33.3,GK,25-29,Goalkeeper,Belgium,Europe
40,Alessio Cragno,ITA,Cagliari,Serie A,2021,27,1994,35,35,3150,35.0,63,1.80,168,104,66.1,6,10,19,2,5.7,8,6,2,0,25.0,GK,25-29,Goalkeeper,Italy,Europe
41,Finn Dahmen,GER,Mainz 05,Bundesliga,2021,23,1998,2,2,180,2.0,3,1.50,5,2,60.0,1,1,0,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Germany,Europe
42,Karl Darlow,WAL,Newcastle Utd,Premier League,2021,30,1990,8,8,720,8.0,15,1.87,37,23,64.9,0,5,3,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Wales,Europe
43,Arthur Desmas,FRA,Clermont Foot,Ligue 1,2021,27,1994,15,15,1304,14.5,33,2.28,66,34,54.5,3,5,7,3,20.0,3,3,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
45,Stole Dimitrievski,MKD,Rayo Vallecano,La Liga,2021,27,1993,31,30,2772,30.8,37,1.20,126,88,76.2,11,8,11,9,30.0,9,7,2,0,22.2,GK,25-29,Goalkeeper,North Macedonia,Europe
46,Matías Dituro,ARG,Celta Vigo,La Liga,2021,34,1987,38,38,3420,38.0,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,50.0,GK,30-34,Goalkeeper,Argentina,South America
47,Ouparine Djoco,GNB,Clermont Foot,Ligue 1,2021,23,1998,24,23,2116,23.5,36,1.53,99,65,65.7,6,4,13,5,21.7,2,2,0,0,0.0,GK,20-24,Goalkeeper,Guinea-Bissau,Africa
50,Gianluigi Donnarumma,ITA,Paris S-G,Ligue 1,2021,22,1999,17,17,1530,17.0,17,1.00,61,45,73.8,13,2,2,5,29.4,1,1,0,0,0.0,GK,20-24,Goalkeeper,Italy,Europe
52,Matthieu Dreyer,FRA,Lorient,Ligue 1,2021,32,1989,16,16,1440,16.0,25,1.56,57,32,57.9,5,4,7,7,43.8,1,1,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
53,Martin Dúbravka,SVK,Newcastle Utd,Premier League,2021,32,1989,26,26,2340,26.0,35,1.35,106,72,67.9,13,4,9,8,30.8,1,1,0,0,0.0,GK,30-34,Goalkeeper,Slovakia,Europe
54,Ederson,BRA,Manchester City,Premier League,2021,27,1993,37,37,3330,37.0,26,0.70,83,57,69.9,28,6,3,20,54.1,1,1,0,0,0.0,GK,25-29,Goalkeeper,Brazil,South America
56,Michael Esser,GER,Bochum,Bundesliga,2021,33,1987,3,3,270,3.0,7,2.33,21,14,76.2,2,0,1,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
58,Wladimiro Falcone,ITA,Sampdoria,Serie A,2021,26,1995,10,9,855,9.5,14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
59,Wuilker Faríñez,VEN,Lens,Ligue 1,2021,23,1998,13,11,1105,12.3,15,1.22,45,30,68.9,7,3,1,3,27.3,1,1,0,0,0.0,GK,20-24,Goalkeeper,Venezuela,South America
62,Vincenzo Fiorillo,ITA,Salernitana,Serie A,2021,31,1990,1,1,90,1.0,5,5.00,8,3,37.5,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
63,Mark Flekken,NED,Freiburg,Bundesliga,2021,28,1993,32,32,2880,32.0,39,1.22,141,103,73.8,15,9,8,10,31.3,2,2,0,0,0.0,GK,25-29,Goalkeeper,Netherlands,Europe
64,Fraser Forster,ENG,Southampton,Premier League,2021,33,1988,19,19,1710,19.0,35,1.84,101,68,67.3,6,5,8,3,15.8,2,2,0,0,0.0,GK,30-34,Goalkeeper,England,Europe
65,Ben Foster,ENG,Watford,Premier League,2021,38,1983,26,26,2340,26.0,49,1.88,116,67,60.3,5,5,16,4,15.4,4,3,1,0,25.0,GK,35-39,Goalkeeper,England,Europe
66,Christian Früchtl,GER,Bayern Munich,Bundesliga,2021,21,2000,1,0,10,0.1,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,GK,20-24,Goalkeeper,Germany,Europe
67,Marius Funk,GER,Greuther Fürth,Bundesliga,2021,25,1996,8,8,720,8.0,30,3.75,54,26,48.1,0,0,8,0,0.0,2,2,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
68,Gauthier Gallon,FRA,Troyes,Ligue 1,2021,28,1993,31,31,2790,31.0,45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
71,Luca Gemello,ITA,Torino,Serie A,2021,21,2000,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,GK,20-24,Goalkeeper,Italy,Europe
73,Alfred Gomis,SEN,Rennes,Ligue 1,2021,27,1993,25,25,2250,25.0,25,1.00,67,43,68.7,14,5,6,10,40.0,4,4,0,0,0.0,GK,25-29,Goalkeeper,Senegal,Africa
74,Jens Grahl,GER,Eint Frankfurt,Bundesliga,2021,32,1988,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
75,Ivo Grbić,CRO,Lille,Ligue 1,2021,25,1996,21,21,1890,21.0,28,1.33,85,58,69.4,8,7,6,2,9.5,2,2,0,0,0.0,GK,25-29,Goalkeeper,Croatia,Europe
76,Etienne Green,ENG,Saint-Étienne,Ligue 1,2021,21,2000,15,15,1197,13.3,27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,0.0,GK,20-24,Goalkeeper,England,Europe
77,Dominik Greif,SVK,Mallorca,La Liga,2021,24,1997,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Slovakia,Europe
78,Lennart Grill,GER,Leverkusen,Bundesliga,2021,22,1999,1,1,90,1.0,2,2.00,6,5,66.7,1,0,0,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Germany,Europe
80,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2021,31,1990,33,33,2967,33.0,34,1.03,111,78,72.1,17,7,9,9,27.3,3,3,0,0,0.0,GK,30-34,Goalkeeper,Hungary,Europe
81,Angus Gunn,SCO,Norwich City,Premier League,2021,25,1996,9,9,810,9.0,22,2.44,57,34,64.9,1,2,6,1,11.1,4,2,1,1,33.3,GK,25-29,Goalkeeper,Scotland,Europe
83,Wayne Hennessey,WAL,Burnley,Premier League,2021,34,1987,2,2,180,2.0,6,3.00,13,8,53.8,0,0,2,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Wales,Europe
85,Marwin Hitz,SUI,Dortmund,Bundesliga,2021,33,1987,5,4,405,4.5,12,2.67,25,13,60.0,1,0,3,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Switzerland,Europe
86,Timo Horn,GER,Köln,Bundesliga,2021,28,1993,13,13,1170,13.0,21,1.62,56,36,62.5,4,6,3,1,7.7,0,0,0,0,,GK,25-29,Goalkeeper,Germany,Europe
87,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2021,31,1989,32,32,2880,32.0,44,1.37,154,109,72.7,17,7,8,8,25.0,4,2,1,1,33.3,GK,30-34,Goalkeeper,Finland,Europe
88,Léo Jardim,BRA,Lille,Ligue 1,2021,26,1995,17,17,1530,17.0,20,1.18,66,47,75.8,6,6,5,8,47.1,4,4,0,0,0.0,GK,25-29,Goalkeeper,Brazil,South America
89,Stefanos Kapino,GRE,Arminia,Bundesliga,2021,27,1994,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,GK,25-29,Goalkeeper,Greece,Europe
90,Eiji Kawashima,JPN,Strasbourg,Ligue 1,2021,38,1983,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,GK,35-39,Goalkeeper,Japan,Asia
91,Caoimhín Kelleher,IRL,Liverpool,Premier League,2021,22,1998,2,2,180,2.0,2,1.00,8,6,75.0,1,1,0,1,50.0,0,0,0,0,,GK,20-24,Goalkeeper,Republic of Ireland,Europe
93,Gregor Kobel,SUI,Dortmund,Bundesliga,2021,23,1997,29,29,2565,28.5,39,1.37,110,73,67.3,20,3,6,7,24.1,3,3,0,0,0.0,GK,20-24,Goalkeeper,Switzerland,Europe
94,Tim Krul,NED,Norwich City,Premier League,2021,33,1988,29,29,2610,29.0,62,2.14,165,105,66.7,4,5,20,5,17.2,8,7,0,1,0.0,GK,30-34,Goalkeeper,Netherlands,Europe
95,Alban Lafont,FRA,Nantes,Ligue 1,2021,22,1999,38,38,3420,38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9,GK,20-24,Goalkeeper,France,Europe
96,Jean-Louis Leca,FRA,Lens,Ligue 1,2021,35,1985,27,27,2313,25.7,33,1.28,100,66,70.0,10,8,9,5,18.5,4,3,1,0,25.0,GK,35-39,Goalkeeper,France,Europe
97,Jeremías Ledesma,ARG,Cádiz,La Liga,2021,28,1993,38,38,3420,38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,GK,25-29,Goalkeeper,Argentina,South America
98,Bernd Leno,GER,Arsenal,Premier League,2021,29,1992,4,4,360,4.0,9,2.25,19,10,52.6,1,0,3,1,25.0,0,0,0,0,,GK,25-29,Goalkeeper,Germany,Europe
99,Alexandre Letellier,FRA,Paris S-G,Ligue 1,2021,30,1990,1,0,8,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,GK,30-34,Goalkeeper,France,Europe
100,Luca Lezzerini,ITA,Venezia,Serie A,2021,26,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
101,Andreas Linde,SWE,Greuther Fürth,Bundesliga,2021,28,1993,12,12,1080,12.0,24,2.00,62,39,62.9,1,5,6,3,25.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Sweden,Europe
102,Hugo Lloris,FRA,Tottenham,Premier League,2021,34,1986,38,38,3420,38.0,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
103,Anthony Lopes,POR,Lyon,Ligue 1,2021,30,1990,34,34,2982,33.1,45,1.36,148,105,71.6,14,11,9,8,23.5,4,3,1,0,25.0,GK,30-34,Goalkeeper,Portugal,Europe
106,Jonas Lössl,DEN,Brentford,Premier League,2021,32,1989,2,2,180,2.0,5,2.50,7,2,28.6,0,0,2,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Denmark,Europe
108,Andriy Lunin,UKR,Real Madrid,La Liga,2021,22,1999,2,2,180,2.0,2,1.00,9,6,88.9,0,1,1,0,0.0,2,1,1,0,50.0,GK,20-24,Goalkeeper,Ukraine,Europe
109,Andrey Lunyov,RUS,Leverkusen,Bundesliga,2021,29,1991,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Russia,Europe
110,Andreas Luthe,GER,Union Berlin,Bundesliga,2021,34,1987,27,27,2430,27.0,39,1.44,104,68,64.4,11,7,9,6,22.2,2,2,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
111,Niki Mäenpää,FIN,Venezia,Serie A,2021,36,1985,17,16,1485,16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0.0,GK,35-39,Goalkeeper,Finland,Europe
112,Mike Maignan,FRA,Milan,Serie A,2021,26,1995,32,32,2880,32.0,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
113,Giorgi Mamardashvili,GEO,Valencia,La Liga,2021,20,2000,18,18,1620,18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0,GK,20-24,Goalkeeper,Georgia,Asia
114,Steve Mandanda,FRA,Marseille,Ligue 1,2021,36,1985,9,9,810,9.0,7,0.78,26,20,73.1,6,2,1,5,55.6,0,0,0,0,,GK,35-39,Goalkeeper,France,Europe
115,Anthony Mandrea,ALG,Angers,Ligue 1,2021,24,1996,10,10,900,10.0,14,1.40,44,31,68.2,3,3,4,2,20.0,0,0,0,0,,GK,20-24,Goalkeeper,Algeria,Africa
116,Davide Marfella,ITA,Napoli,Serie A,2021,21,1999,1,0,11,0.1,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,GK,20-24,Goalkeeper,Italy,Europe
117,Emiliano Martínez,ARG,Aston Villa,Premier League,2021,28,1992,36,36,3240,36.0,48,1.33,140,93,68.6,13,6,17,11,30.6,6,4,1,1,20.0,GK,25-29,Goalkeeper,Argentina,South America
119,Luís Maximiano,POR,Granada,La Liga,2021,22,1999,35,35,3136,34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6,GK,20-24,Goalkeeper,Portugal,Europe
120,Alex McCarthy,ENG,Southampton,Premier League,2021,31,1989,17,17,1530,17.0,27,1.59,71,44,62.0,3,7,7,5,29.4,0,0,0,0,,GK,30-34,Goalkeeper,England,Europe
121,Edouard Mendy,SEN,Chelsea,Premier League,2021,29,1992,34,34,3060,34.0,31,0.91,102,72,75.5,19,10,5,14,41.2,6,6,0,0,0.0,GK,25-29,Goalkeeper,Senegal,Africa
122,Alex Meret,ITA,Napoli,Serie A,2021,24,1997,7,7,619,6.9,6,0.87,29,23,79.3,5,1,1,2,28.6,0,0,0,0,,GK,20-24,Goalkeeper,Italy,Europe
123,Illan Meslier,FRA,Leeds United,Premier League,2021,21,2000,38,38,3384,37.6,79,2.10,220,142,66.4,9,11,18,5,13.2,5,5,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
125,Lorenzo Montipò,ITA,Hellas Verona,Serie A,2021,25,1996,34,34,3060,34.0,50,1.47,137,88,65.0,13,10,11,4,11.8,3,2,1,0,33.3,GK,25-29,Goalkeeper,Italy,Europe
126,Jessy Moulin,FRA,Troyes,Ligue 1,2021,35,1986,7,7,630,7.0,8,1.14,24,16,75.0,1,3,3,1,14.3,2,2,0,0,0.0,GK,35-39,Goalkeeper,France,Europe
127,Florian Müller,GER,Stuttgart,Bundesliga,2021,23,1997,30,30,2700,30.0,52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,0.0,GK,20-24,Goalkeeper,Germany,Europe
128,Juan Musso,ARG,Atalanta,Serie A,2021,27,1994,33,33,2932,32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0.0,GK,25-29,Goalkeeper,Argentina,South America
129,Paul Nardi,FRA,Lorient,Ligue 1,2021,27,1994,22,22,1980,22.0,38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,1,0.0,GK,25-29,Goalkeeper,France,Europe
130,Keylor Navas,CRC,Paris S-G,Ligue 1,2021,34,1986,21,21,1856,20.6,18,0.87,78,60,79.5,13,6,2,7,33.3,2,2,0,0,0.0,GK,30-34,Goalkeeper,Costa Rica,North America
131,Neto,BRA,Barcelona,La Liga,2021,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Brazil,South America
132,Manuel Neuer,GER,Bayern Munich,Bundesliga,2021,35,1986,28,28,2510,27.9,26,0.93,89,63,71.9,22,4,2,10,35.7,1,1,0,0,0.0,GK,35-39,Goalkeeper,Germany,Europe
133,Alexander Nübel,GER,Monaco,Ligue 1,2021,24,1996,38,38,3420,38.0,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0,GK,20-24,Goalkeeper,Germany,Europe
